,index,name,address,rating,author,text,review_rating,neg,neu,pos,compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
1362,1366,Proper Food,"1211 6th Ave, New York, NY 10036, USA",4.2,C (C),"Ordered chimichurri steak, cold brew coffee, oat milk cold brew & chia seed parfait.  Steak was cold vs hot like i asked & had a funny taste + protein portion seemed rather low vs their competitors at the same price point.  I got 2 oat milk cold brews.  I didn't even get what I asked for.  Chia seed pudding didn't have a pack date or sell by date but for the record, the strawberries looked OLD. for $41 not quite what I expected.  Fell super short of expectations.",3.0,0.019,0.873,0.108,0.8176,0.53918713,0.41492563,0.045887265,-0.5554306
1363,1367,Proper Food,"1211 6th Ave, New York, NY 10036, USA",4.2,Lupe Rodarte,"My daily go-to for lunch. The food is made of simple fresh ingredients, has plenty of veggies and so called superfoods, and is quite tasty. “Proper food” as promised! And the people who work there are pretty nice and easy going (& hard working). Thumbs up!",5.0,0.025,0.718,0.257,0.9167,0.0042576245,0.016318217,0.9794241,0.98119676
1364,1368,Proper Food,"1211 6th Ave, New York, NY 10036, USA",4.2,Mishel Fletcher,This is not the best location. Small and cramped with extremely unhelpful and unfriendly staff. I had a poke salad and asked to use their guest wifi and was told no it’s only for customers. I was clearly sitting there after just purchasing my food. Would not return,3.0,0.16,0.788,0.052,-0.684,0.9377773,0.057259306,0.004963389,-1.3730729
1365,1369,Proper Food,"1211 6th Ave, New York, NY 10036, USA",4.2,Adriel Williams,Great spot for breakfast and lunch quick and healthy. I don’t feel bad after eating here love it and eat here almost everyday plus there menu is seasonal so you might find something new that you like,5.0,0.073,0.646,0.281,0.875,0.0033412671,0.015597559,0.9810612,0.9838481
1366,1370,Bond 45 NY,"221 W 46th St, New York, NY 10036, USA",4.2,Kathy Trickey,Popped in here after seeing Water For Elephants.   All the food choices looked good so I asked the bartender to help me choose.   I went with the Ravioli.   It was cooked perfectly and so delicious.    I would definitely go again the next time I am in NYC.,5.0,0.0,0.694,0.306,0.9498,0.0031708404,0.015386063,0.9814431,0.9843799
1367,1371,Bond 45 NY,"221 W 46th St, New York, NY 10036, USA",4.2,S K,Stopped by for a breakfast as we had it as part of our hotel stay. Not the breakfast you crave for. I would say pretty average and service was ok( maybe cus we had coupons from hotel ). Place looked pretty cool and oldschool vibes.,4.0,0.038,0.786,0.175,0.7783,0.019190233,0.15855023,0.82225955,0.8727493
1368,1372,Bond 45 NY,"221 W 46th St, New York, NY 10036, USA",4.2,Denise Keegan Frawley,"Went here to celebrate my upcoming birthday and had a good experience. For appetizers, we had the garlic loaf, mozzarella stick, and grilled octopus with hummus. My dinner was the veal cutlet milanese. Recommend the cheesecake for dessert.

I would dine here again.",5.0,0.0,0.807,0.193,0.8442,0.0021488906,0.01701171,0.9808394,0.9861219
1369,1373,Bond 45 NY,"221 W 46th St, New York, NY 10036, USA",4.2,Lina Berger,This place is a staple when visiting town square! I’ve been here twice and plan on making a stop again next time I visit NYC. It’s within walking distance of Times Square and the ambience is everything! From delicious food&drinks to great staff. It is worth visiting when in New York.,5.0,0.039,0.779,0.182,0.8436,0.0021423665,0.01210392,0.98575366,0.9885921
1370,1374,Bond 45 NY,"221 W 46th St, New York, NY 10036, USA",4.2,Angie Jones,"Loved this place. Went in for lunch on a weekday so it wasn't overly crowded.

Peter took good care of me.

I had the short rib meatballs and the pepperoni pizza with hot honey. Both were delicious; the pizza was special!",5.0,0.0,0.671,0.329,0.9493,0.0038792838,0.01576629,0.9803545,0.9824187
1371,1375,Glass House Tavern,"252 W 47th St, New York, NY 10036, USA",4.4,rene tywang,"Location location location. Dinner before the show was amazing. Great atmosphere! Fills up fast, are in the bar area, super fun. Great budgets and fries! Panna Cotta was delish. Bartender made great cocktails. Not super fast but they try to get you in and out.",5.0,0.0,0.682,0.318,0.9401,0.0031493574,0.011622177,0.98522854,0.9863156
1372,1376,Glass House Tavern,"252 W 47th St, New York, NY 10036, USA",4.4,Remi O,"This restaurant is a spot to check out whether you're in New York City for a Broadway show.

My family and I came here for lunch. Their cocktails were tasty, the crab cake appetizer was good, and the roasted chicken I had for my main course was the right temperature.

Will definitely come back here again to try their other dishes",4.0,0.0,0.908,0.092,0.6808,0.0023838216,0.03124348,0.9663727,0.9784187
1373,1377,Glass House Tavern,"252 W 47th St, New York, NY 10036, USA",4.4,Kimmie,"The food was good, but nothing out of this world. We were glad we had a the restaurant week deal because I don’t think the food we got was full price worthy. We had a later reservation and we did feel a bit rushed which contributed to the average rating.",3.0,0.0,0.814,0.186,0.8689,0.280148,0.32853454,0.39131743,0.13536271
1374,1378,Glass House Tavern,"252 W 47th St, New York, NY 10036, USA",4.4,Ferris McGhee,"This place is a YES!!  Best Espresso Martinis around. This is the perfect place for Happy Hour - or to hang out after a show lets out. I am never disappointed by their staff or drinks. Food is always good, I just wish they had a larger menu selection. Competitive pricing. Excellent location. Modern/clean/attractive atmosphere. Consistent service. I consider Glass House a staple, and frequently recommend it.

PS. Favorite server: Larry.  Favorite bartender: Mario. Either way, you won't be disappointed!",5.0,0.0,0.593,0.407,0.9902,0.0047846413,0.013680454,0.98153496,0.98119825
1375,1379,Glass House Tavern,"252 W 47th St, New York, NY 10036, USA",4.4,Travis Wise,Kale Caesar was good but the hanger steak was cold. Not warm. It was cold. Service was very good though.,3.0,0.081,0.686,0.234,0.586,0.04336257,0.12287543,0.833762,0.83015585
1376,1380,Silky Kitchen,"138 W 46th St, New York, NY 10036, USA",4.3,Frederico J P Bonito,"I asked for mild spicy (in a scale of 1-no spice; 2-mild; 3-medium; 4-high) and the food was simply incredibly spicy. I couldn’t eat it at all and my stomach started hurting. I asked the employers to please change the meal but they said they couldn’t help.

At least they should give a hint when ordering! I eat spicy all the time and this was simply toooo much.

I tried removing all the peppers to see if it would help but it didn’t.",1.0,0.022,0.869,0.109,0.8016,0.8706183,0.11659665,0.01278506,-1.234844
1377,1381,Silky Kitchen,"138 W 46th St, New York, NY 10036, USA",4.3,Han Yang,"Very delicious rice noodles. Dry mixed noodles are the best. Mild is already spicy enough for us! There’s no other guests. If you walk in you can chill out and enjoy the food, as I observed most orders are food delivery or take-out. Would be much better if  they can offer a self-service water station. Will definitely come back next time!",5.0,0.03,0.728,0.242,0.9467,0.0058034454,0.023334788,0.9708618,0.973824
1378,1382,Silky Kitchen,"138 W 46th St, New York, NY 10036, USA",4.3,Nancy Chen,"The two bowls I had were very rich with flavor, you can taste the smokiness from the wok and the spice really adds to the dish. Would recommend you to visit.",5.0,0.0,0.814,0.186,0.7501,0.0033483116,0.019661197,0.97699046,0.9817986
1379,1383,Silky Kitchen,"138 W 46th St, New York, NY 10036, USA",4.3,BLKMODE DPC,"First off, I am writing this from my toilet because yesterday I decided I wanted noodle soup. Spend almost $200. It was a waste of money. My girlfriend got sick because the the food was disrespectfully spicy. Chunks of spicy red pepper will destroy your buttocks. the food here is like if your wife or husband that is a bad cook said “Hey Babe I made Chinese tonight”! The spice levels don’t make any sense and will probably spoil your eating experience. I don’t recommend this place at all. There is sooo much good Asian cuisine in that area, just avoid this one unless you want to feel like a blade sliced your rectum 👎🏻👎🏻",1.0,0.125,0.78,0.094,-0.7088,0.9312702,0.058926046,0.009803826,-1.3576385
1380,1384,Silky Kitchen,"138 W 46th St, New York, NY 10036, USA",4.3,Tian G,"My favorite noodle restaurant in the greater New York area. Authentic taste and reasonable price with large portions. Have tried more than half of of their noodle selections and enjoyed all. Not so much for their dessert though.

If you enjoy strong flavors and spicy food, this is for you. Their spicy level is no joke and a true Chinese standard.",5.0,0.03,0.698,0.272,0.9524,0.004838739,0.028560234,0.966601,0.97362304
1381,1385,Bobby Van's,"135 W 50th St, New York, NY 10020, USA",4.3,Amy Kang,"We had a great dinner at Bobby Van’s. We were on our way to another restaurant and saw the prix fixe menu and decided to go in. Been to Hampton location and airport, so we knew that quality would be a top notch.

What a great deal for weekend dinner!
Calamari with chili sauce was delicious and portion was huge. Meatball appetizer was great!
My daughter’s filet mignon was amazing. Mashed potatoes and perfectly roasted medley vegetables were great accompaniments.
My steak with chimachirri sauce was tasty.
My husband’s short rib with risotto had lots of flavor, but risotto was little salty.
Dinner came with dessert: cheese cake, brownie a la mode, sorbets were all delicious.
Service was impeccable. They really know how to take care of customers. It was a pleasant, great dinner!",4.0,0.0,0.739,0.261,0.9905,0.0025334482,0.023499625,0.97396696,0.9819166
1382,1386,Bobby Van's,"135 W 50th St, New York, NY 10020, USA",4.3,Heather Shaffer,"Wasn't supposed to go to this location, but instead, the one on 45th St. Nevertheless, because my reservation was at 9 pm and they closed at 10 pm, I sat down to eat. The restaurant was very quiet, only 5 other tables seated in the restaurant. Our server Marco G was very nice and pretty attentive.

I generally won't visit a chain steakhouse in the city because there are just so many other options, but I needed something close and convenient.

We ordered thick cut bacon, french onion soup, crab cocktail, lobster cocktail, meatballs, and chef bacon cheeseburger. The french onion soup had no taste/flavor. I didn't even know it had onions in it other than seeing them in the crock. The bacon was great but comes with a basalmic glaze that isn't noted on the menu. Crab cocktail was ok, nothing to really write home about. However, it was better than than the lobster cocktail. The lobster was tasteless and almost seemed that it had been sitting in water, it was overcooked. The server didn't bring a shell bowl until asked to do so. The meatballs were tasteless as well. We only ate 1.5 out of the skillet. Lastly, the burger, I paid more for the chef burger because I wanted the aged Vermont cheddar, but the cheese seemed to be one step up from a kraft single. I asked for the bacon to be well done. There was a half a slice of bacon on the burger, leaving half of the burger with no bacon. To take the cake, the burger was well done when I ordered it medium. It was dry, and I mustarded through to just a little less than half of it. When Marco asked if I wanted it boxed I explained to him that it was well done. He went over to his manager. However, when the check came, the burger was still listed.

This wouldn't have been a big deal if I wasn't paying for soup that I only ate 4 /5 sips of meatballs that we only ate 1.5 of and then the burger. I am extremely disappointed if the kitchen is tired and feeling overworked than get new kitchen staff or close the restaurant.

I could have honestly had a better meal at Chipotle or McDonald's. I won't be back... very disappointed on how the management handled this tonight.",2.0,0.051,0.849,0.1,0.9641,0.1531892,0.6384697,0.20834117,0.2977922
